TimeStamp,ch4,ch6,ch7
6417.1964,-49294.76,-47561.27,-53333.1
6417.2004,-48931.65,-47422.46,-53190.43
6417.2044,-52073.2,-50086.36,-56100.85
6417.2084,-55340.2,-52671.63,-58910.0
6417.2124,-53065.07,-50637.16,-56654.32
6417.2164,-49326.76,-47598.32,-53353.08
6417.2204,-48958.97,-47455.65,-53212.79
6417.2244,-52088.46,-50105.67,-56113.44
6417.2284,-55367.09,-52693.13,-58936.46
6417.2324,-53090.34,-50655.99,-56681.83
6417.2364,-49336.53,-47603.66,-53360.13
6417.2404,-48951.77,-47450.31,-53197.2
6417.2444,-52081.83,-50109.01,-56102.09
6417.2484,-55369.1,-52702.72,-58933.93
6417.2524,-53103.07,-50672.16,-56686.74
6417.2564,-49332.39,-47617.01,-53347.55
6417.2604,-48959.88,-47473.67,-53195.67
6417.2644,-52078.49,-50111.25,-56094.99
6417.2684,-55316.07,-52674.44,-58887.92
6417.2724,-53058.01,-50658.9,-56657.03
6417.2764,-49387.27,-47665.27,-53410.11
6417.2804,-49050.43,-47527.22,-53285.18
6417.2844,-52091.65,-50115.07,-56104.48
6417.2884,-55239.78,-52629.19,-58819.11
6417.2924,-53019.15,-50633.25,-56627.47
6417.2964,-49370.96,-47637.99,-53401.05
6417.3004,-49015.48,-47485.4,-53246.98
6417.3044,-52034.86,-50056.99,-56046.4
6417.3083,-55208.17,-52591.71,-58793.74
6417.3123,-53027.35,-50630.62,-56638.77
6417.3163,-49394.66,-47651.96,-53420.26
6417.3203,-49022.49,-47484.5,-53255.52
6417.3243,-52026.9,-50049.88,-56036.81
6417.3283,-55183.75,-52573.97,-58758.46
6417.3323,-53021.44,-50627.19,-56619.13
6417.3363,-49395.66,-47646.24,-53406.05
6417.3403,-49036.37,-47485.79,-53250.37
6417.3443,-52014.93,-50031.24,-56011.45
6417.3483,-55180.41,-52564.58,-58742.15
6417.3523,-53040.89,-50628.19,-56619.46
6417.3563,-49418.41,-47657.11,-53413.59
6417.3603,-49044.42,-47487.74,-53258.95
6417.3643,-52028.76,-50049.5,-56025.99
6417.3683,-55193.34,-52582.7,-58750.97
6417.3723,-53068.22,-50655.32,-56645.45
6417.3763,-49448.88,-47678.09,-53434.86
6417.3803,-49058.16,-47500.9,-53253.37
6417.3843,-52017.98,-50034.82,-56001.91
6417.3883,-55209.79,-52588.99,-58764.66
6417.3923,-53091.63,-50674.78,-56665.86
6417.3963,-49459.22,-47696.31,-53447.35
6417.4003,-49041.85,-47496.23,-53248.75
6417.4043,-51996.71,-50021.56,-55997.19
6417.4083,-55193.19,-52578.26,-58751.92
6417.4123,-53094.58,-50680.45,-56657.85
6417.4163,-49453.03,-47682.67,-53423.03
6417.4203,-49038.85,-47475.2,-53234.68
6417.4243,-51998.1,-50002.15,-55989.13
6417.4283,-55197.1,-52566.87,-58749.06
6417.4323,-53106.27,-50667.05,-56661.42
6417.4362,-49461.04,-47670.8,-53431.61
6417.4402,-49040.37,-47462.66,-53231.1
6417.4442,-51998.19,-49992.52,-55979.64
6417.4482,-55202.35,-52561.58,-58749.78
6417.4522,-53138.31,-50699.05,-56688.41
6417.4562,-49488.6,-47702.94,-53446.01
6417.4602,-49061.78,-47490.13,-53236.3
6417.4642,-52006.92,-50008.21,-55976.4
6417.4682,-55213.08,-52577.93,-58747.25
6417.4722,-53134.4,-50690.32,-56681.26
6417.4762,-49492.13,-47693.59,-53458.74
6417.4802,-49058.35,-47471.72,-53244.74
6417.4842,-51996.57,-49988.04,-55974.68
6417.4882,-55202.73,-52559.43,-58748.54
6417.4922,-53145.03,-50693.71,-56698.57
6417.4962,-49497.61,-47695.83,-53460.13
6417.5002,-49061.3,-47481.4,-53241.74
6417.5042,-51991.14,-49988.32,-55966.62
6417.5082,-55211.22,-52575.31,-58754.78
6417.5122,-53146.37,-50710.78,-56697.66
6417.5162,-49482.11,-47696.17,-53442.48
6417.5202,-49038.37,-47460.32,-53218.9
6417.5242,-51963.0,-49966.39,-55941.16
6417.5282,-55190.38,-52557.05,-58733.9
6417.5322,-53160.67,-50708.63,-56714.73
6417.5362,-49493.99,-47694.64,-53455.22
6417.5402,-49042.33,-47466.57,-53216.32
6417.5442,-51953.27,-49961.76,-55926.85
6417.5482,-55199.25,-52565.87,-58744.77
6417.5522,-53172.17,-50717.74,-56721.6
6417.5562,-49497.71,-47688.92,-53454.83
6417.5602,-49036.08,-47449.12,-53215.22
6417.5642,-51957.66,-49954.75,-55932.34
6417.5682,-55195.43,-52553.52,-58724.46
6417.5722,-53166.49,-50708.11,-56697.14
6417.5762,-49477.2,-47672.75,-53422.98
6417.5802,-49011.33,-47432.19,-53176.08
6417.5842,-51928.96,-49930.86,-55882.46
6417.5882,-55181.18,-52546.32,-58692.8
6417.5922,-53168.64,-50714.02,-56678.68
6417.5962,-49476.44,-47678.48,-53393.66
6417.6002,-48988.78,-47411.5,-53128.01
6417.6042,-51895.96,-49895.24,-55832.68
6417.6082,-55166.06,-52514.27,-58661.42
6417.6122,-53179.65,-50708.82,-56666.71
6417.6162,-49492.46,-47667.46,-53396.71
6417.6202,-49014.1,-47407.35,-53144.89
6417.6242,-51910.17,-49889.52,-55829.87
6417.6281,-55178.51,-52506.21,-58654.17
6417.6321,-53204.5,-50698.38,-56691.41
6417.6361,-49512.96,-47658.02,-53417.4
6417.6401,-49018.39,-47394.38,-53143.17
6417.6441,-51908.55,-49881.42,-55828.05
6417.6481,-55184.23,-52520.47,-58657.99
6417.6521,-53224.28,-50737.24,-56687.55
6417.6561,-49515.92,-47688.01,-53391.42
6417.6601,-49015.58,-47414.88,-53125.01
6417.6641,-51902.73,-49884.75,-55816.7
6417.6681,-55172.69,-52510.65,-58647.4
6417.6721,-53196.82,-50710.16,-56667.33
6417.6761,-49500.52,-47666.03,-53384.31
6417.6801,-49002.51,-47392.9,-53107.36
6417.6841,-51886.66,-49865.11,-55791.1
6417.6881,-55168.73,-52507.98,-58632.05
6417.6921,-53221.76,-50738.44,-56676.39
6417.6961,-49519.21,-47686.3,-53389.36
6417.7001,-49004.37,-47400.67,-53102.83
6417.7041,-51877.5,-49863.96,-55772.64
6417.7081,-55171.54,-52516.9,-58620.17
6417.7121,-53229.43,-50751.26,-56670.77
6417.7161,-49533.23,-47702.03,-53382.02
6417.7201,-49004.42,-47401.15,-53078.51
6417.7241,-51872.31,-49861.06,-55745.18
6417.7281,-55174.69,-52510.65,-58609.49
6417.7321,-53246.03,-50749.36,-56675.92
6417.7361,-49533.09,-47691.97,-53374.92
6417.7401,-49015.43,-47394.09,-53080.18
6417.7441,-51886.23,-49853.28,-55744.23
6417.7481,-55201.35,-52521.57,-58615.02
6417.7521,-53280.79,-50771.0,-56697.23
6417.756,-49537.33,-47697.26,-53371.15
6417.76,-48987.59,-47390.42,-53055.39
6417.764,-51912.46,-49889.48,-55772.69
6417.768,-55289.42,-52588.18,-58692.08
6417.772,-53320.13,-50797.09,-56734.28
6417.776,-49506.15,-47672.13,-53353.03
6417.78,-48979.62,-47386.46,-53054.39
6417.784,-51935.58,-49898.3,-55800.59
6417.788,-55330.09,-52611.74,-58741.34
6417.792,-53325.85,-50806.62,-56729.99
6417.796,-49502.28,-47681.29,-53332.76
6417.8,-48960.17,-47373.97,-53028.73
6417.804,-51908.12,-49876.74,-55771.64
6417.808,-55296.86,-52580.79,-58710.87
6417.812,-53320.75,-50799.19,-56729.32
6417.816,-49488.26,-47665.46,-53318.98
6417.8201,-48946.39,-47357.66,-53007.94
6417.8241,-51890.67,-49864.63,-55748.52
6417.8281,-55303.34,-52587.56,-58704.48
6417.8321,-53338.63,-50807.67,-56730.56
6417.8361,-49516.06,-47684.15,-53332.48
6417.8401,-48978.81,-47380.74,-53028.45
6417.8441,-51914.17,-49879.51,-55760.72
6417.8481,-55311.26,-52596.38,-58703.86
6417.8521,-53362.28,-50836.14,-56748.35
6417.8561,-49533.8,-47708.61,-53343.73
6417.8601,-48986.3,-47396.14,-53038.79
6417.8641,-51921.8,-49887.33,-55772.03
6417.8681,-55331.71,-52618.08,-58727.84
6417.8721,-53382.21,-50846.68,-56765.8
6417.8761,-49541.62,-47701.98,-53343.73
6417.8801,-48983.15,-47382.07,-53030.59
6417.884,-51909.02,-49870.21,-55763.35
6417.888,-55324.42,-52600.58,-58728.32
6417.892,-53389.17,-50847.15,-56776.58
6417.896,-49550.63,-47701.22,-53362.42
6417.9,-48982.39,-47373.21,-53031.69
6417.904,-51885.8,-49843.98,-55734.78
6417.908,-55302.58,-52578.17,-58698.18
6417.912,-53399.04,-50853.26,-56781.3
6417.916,-49575.24,-47726.92,-53383.07
6417.92,-48999.65,-47390.47,-53049.38
6417.924,-51884.09,-49854.14,-55740.51
6417.928,-55268.53,-52562.62,-58679.4
6417.932,-53395.8,-50849.35,-56784.97
6417.936,-49619.92,-47743.18,-53417.59
6417.94,-49043.14,-47414.5,-53079.8
6417.944,-51861.77,-49834.5,-55716.62
6417.9479,-55220.71,-52546.08,-58634.86
6417.9519,-53414.21,-50887.78,-56804.04
6417.9559,-49656.68,-47786.53,-53457.55
6417.9599,-49047.91,-47415.36,-53094.97
6417.9639,-51844.08,-49818.62,-55707.18
6417.9679,-55211.41,-52529.53,-58634.81
6417.9719,-53435.81,-50889.4,-56832.51
6417.9759,-49808.98,-47855.81,-53594.98
6417.9799,-49403.05,-47576.39,-53382.74
6417.9839,-52143.15,-49913.94,-55920.08
6417.9879,-55120.62,-52411.75,-58516.08
6417.9919,-53145.22,-50692.42,-56573.59
6417.9959,-49674.76,-47765.88,-53476.58
6417.9999,-49344.4,-47531.71,-53325.23
6418.0039,-52078.21,-49870.21,-55847.84
6418.0079,-55063.59,-52379.14,-58456.0
6418.0119,-53128.77,-50696.33,-56552.37
6418.0159,-49656.44,-47767.22,-53467.04
6418.0199,-49328.57,-47533.14,-53324.85
6418.0239,-52072.87,-49873.26,-55863.58
6418.0279,-55054.05,-52388.77,-58462.87
6418.0319,-53125.01,-50707.39,-56566.1
6418.0359,-49682.24,-47799.21,-53504.04
6418.0399,-49360.04,-47570.66,-53359.23
6418.0439,-52088.12,-49900.01,-55891.33
6418.0479,-55048.66,-52393.35,-58479.55
6418.0519,-53138.07,-50727.18,-56597.86
6418.0559,-49687.3,-47806.89,-53523.17
6418.0599,-49339.82,-47558.74,-53361.71
6418.0639,-52038.34,-49863.3,-55868.49
6418.0679,-55019.19,-52367.17,-58475.26
6418.0719,-53132.4,-50715.36,-56611.5
6418.0758,-49701.51,-47811.42,-53549.82
6418.0798,-49350.98,-47551.69,-53384.45
6418.0838,-52038.44,-49843.41,-55876.88
6418.0878,-55001.89,-52338.32,-58453.23
6418.0918,-53133.68,-50702.34,-56606.11
6418.0958,-49697.45,-47796.21,-53547.67
6418.0998,-49347.88,-47539.53,-53380.3
6418.1038,-52032.19,-49830.87,-55869.63
6418.1078,-55004.27,-52342.8,-58464.96
6418.1118,-53147.04,-50719.36,-56617.7
6418.1158,-49719.53,-47809.56,-53553.92
6418.1198,-49360.23,-47544.01,-53387.79
6418.1238,-52042.78,-49836.69,-55896.53
6418.1278,-55007.18,-52345.38,-58489.76
6418.1318,-53155.86,-50733.76,-56659.47
6418.1358,-49723.58,-47826.82,-53600.27
6418.1398,-49377.26,-47573.38,-53429.47
6418.1438,-52040.06,-49848.99,-55895.1
6418.1478,-55002.79,-52353.39,-58483.18
6418.1518,-53163.34,-50749.12,-56661.9
6418.1558,-49724.16,-47839.03,-53599.46
6418.1598,-49343.78,-47555.64,-53397.71
6418.1638,-51995.81,-49822.91,-55854.85
6418.1678,-54967.27,-52332.93,-58464.06
6418.1718,-53161.48,-50752.6,-56677.06
6418.1758,-49729.45,-47837.07,-53604.75
6418.1798,-49349.17,-47554.93,-53407.39
6418.1838,-51991.18,-49819.14,-55854.66
6418.1878,-54975.47,-52349.91,-58463.68
6418.1918,-53175.6,-50771.53,-56679.54
6418.1958,-49743.23,-47854.52,-53616.53
6418.1998,-49343.93,-47552.93,-53393.66
6418.2038,-51992.99,-49823.72,-55844.41
6418.2078,-54999.79,-52366.55,-58483.8
6418.2118,-53202.59,-50791.17,-56699.76
6418.2158,-49753.15,-47860.96,-53620.73
6418.2198,-49355.75,-47565.47,-53409.58
6418.2238,-51994.19,-49834.02,-55862.24
6418.2278,-54999.79,-52383.1,-58500.39
6418.2318,-53209.26,-50808.2,-56722.55
6418.2358,-49750.38,-47872.6,-53625.49
6418.2398,-49336.49,-47565.23,-53404.05
6418.2438,-51978.21,-49823.34,-55867.68
6418.2478,-54999.88,-52374.42,-58517.18
6418.2518,-53222.76,-50814.11,-56752.16
6418.2558,-49746.33,-47861.53,-53651.2
6418.2598,-49337.49,-47556.5,-53429.47
6418.2638,-51980.64,-49815.18,-55883.22
6418.2677,-55012.8,-52382.43,-58534.72
6418.2717,-53234.2,-50822.55,-56758.98
6418.2757,-49741.8,-47853.05,-53638.37
6418.2797,-49310.74,-47523.93,-53397.47
6418.2837,-51960.57,-49793.34,-55854.9
6418.2877,-55014.52,-52377.52,-58523.38
6418.2917,-53239.4,-50822.22,-56753.83
6418.2957,-49737.08,-47840.08,-53623.02
6418.2997,-49311.45,-47516.92,-53381.31
6418.3037,-51967.29,-49790.96,-55847.03
6418.3077,-55037.22,-52393.59,-58530.05
6418.3117,-53264.24,-50838.1,-56769.71
6418.3157,-49742.32,-47844.7,-53622.78
6418.3197,-49303.82,-47505.34,-53373.44
6418.3237,-51959.09,-49777.8,-55842.93
6418.3277,-55034.26,-52385.43,-58536.87
6418.3317,-53274.59,-50853.12,-56788.17
6418.3357,-49741.8,-47850.09,-53639.04
6418.3397,-49292.14,-47509.39,-53381.5
6418.3437,-51952.56,-49793.58,-55844.27
6418.3477,-55055.15,-52422.39,-58560.57
6418.3517,-53298.34,-50881.01,-56812.72
6418.3557,-49756.44,-47863.01,-53651.53
6418.3597,-49295.34,-47507.67,-53388.22
6418.3637,-51957.61,-49786.43,-55865.87
6418.3677,-55061.16,-52415.33,-58581.03
6418.3717,-53314.02,-50892.55,-56832.89
6418.3757,-49755.48,-47871.31,-53646.52
6418.3797,-49280.94,-47509.15,-53367.19
6418.3837,-51942.02,-49779.04,-55836.4
6418.3877,-55068.74,-52415.47,-58566.39
6418.3917,-53315.17,-50877.67,-56811.53
6418.3956,-49747.04,-47851.52,-53628.36
6418.3996,-49271.35,-47491.17,-53354.89
6418.4036,-51924.14,-49758.3,-55821.95
6418.4076,-55055.29,-52399.02,-58560.71
6418.4116,-53308.21,-50866.09,-56814.01
6418.4156,-49711.33,-47815.09,-53596.98
6418.4196,-49228.01,-47447.83,-53315.69
6418.4236,-51911.41,-49732.4,-55809.46
6418.4276,-55075.8,-52404.84,-58567.39
6418.4316,-53325.61,-50872.67,-56809.05
6418.4356,-49742.18,-47840.03,-53608.85
6418.4396,-49267.44,-47472.48,-53329.81
6418.4436,-51942.78,-49754.82,-55810.98
6418.4476,-55103.36,-52421.15,-58572.11
6418.4516,-53363.47,-50894.55,-56835.52
6418.4556,-49753.96,-47838.84,-53621.2
6418.4596,-49267.87,-47473.53,-53339.01
6418.4636,-51938.35,-49751.86,-55818.52
6418.4676,-55105.98,-52409.8,-58592.33
6418.4716,-53387.46,-50901.71,-56872.57
6418.4756,-49785.33,-47851.85,-53651.91
6418.4796,-49281.84,-47462.95,-53349.36
6418.4836,-51941.59,-49737.17,-55821.09
6418.4876,-55111.22,-52406.41,-58594.14
6418.4916,-53394.75,-50900.13,-56883.39
6418.4956,-49773.65,-47837.93,-53640.99
6418.4996,-49261.86,-47451.69,-53331.57
6418.5036,-51912.27,-49707.56,-55795.49
6418.5076,-55099.21,-52384.67,-58581.07
6418.5116,-53401.57,-50897.03,-56883.34
6418.5156,-49782.52,-47837.55,-53656.68
6418.5196,-49276.45,-47449.31,-53350.07
6418.5235,-51928.72,-49713.76,-55808.03
6418.5275,-55106.88,-52389.91,-58584.08
6418.5315,-53408.1,-50912.2,-56872.52
6418.5355,-49790.72,-47849.37,-53633.79
6418.5395,-49279.74,-47451.55,-53322.04
6418.5435,-51922.38,-49697.83,-55771.45
6418.5475,-55110.75,-52383.57,-58558.47
6418.5515,-53434.95,-50921.54,-56876.0
6418.5555,-49815.71,-47861.1,-53635.41
6418.5595,-49289.57,-47458.85,-53316.69
6418.5635,-51934.15,-49716.91,-55777.7
6418.5675,-55125.82,-52399.5,-58573.01
6418.5715,-53443.49,-50928.41,-56888.49
6418.5755,-49813.09,-47856.24,-53647.95
6418.5795,-49276.26,-47446.54,-53314.17
6418.5835,-51902.73,-49683.77,-55749.76
6418.5875,-55105.79,-52374.37,-58550.65
6418.5915,-53446.01,-50925.17,-56876.0
6418.5955,-49817.42,-47862.58,-53624.64
6418.5995,-49282.03,-47457.7,-53305.16
6418.6035,-51916.32,-49702.03,-55764.73
6418.6075,-55132.87,-52400.55,-58582.12
6418.6115,-53491.65,-50957.16,-56928.83
6418.6155,-49827.39,-47867.45,-53649.05
6418.6195,-49272.64,-47445.21,-53300.58
6418.6235,-51915.6,-49685.48,-55764.44
6418.6275,-55136.83,-52386.39,-58584.08
6418.6315,-53487.07,-50940.04,-56911.76
6418.6355,-49837.45,-47862.39,-53637.32
6418.6395,-49272.11,-47434.72,-53283.08
6418.6435,-51896.29,-49665.27,-55729.44
6418.6475,-55133.92,-52377.66,-58564.67
6418.6515,-53516.2,-50961.64,-56931.36
6418.6555,-49856.81,-47869.88,-53655.2
6418.6595,-49286.32,-47429.38,-53293.38
6418.6635,-51893.57,-49649.96,-55718.57
6418.6675,-55129.3,-52367.55,-58550.7
6418.6715,-53512.06,-50959.45,-56924.4
6418.6755,-49853.62,-47873.98,-53651.1
6418.6795,-49267.68,-47416.03,-53273.97
6418.6835,-51887.09,-49639.37,-55709.99
6418.6875,-55140.74,-52371.51,-58564.62
6418.6915,-53533.66,-50965.98,-56938.99
6418.6955,-49842.32,-47853.09,-53635.89
6418.6995,-49261.39,-47413.4,-53271.3
6418.7035,-51881.99,-49647.1,-55713.47
6418.7075,-55146.27,-52381.19,-58569.72
6418.7115,-53538.33,-50970.13,-56940.32
6418.7154,-49847.28,-47862.63,-53638.04
6418.7194,-49256.66,-47400.24,-53258.23
6418.7234,-51867.25,-49615.34,-55682.52
6418.7274,-55134.97,-52354.58,-58536.01
6418.7314,-53540.67,-50959.59,-56922.78
6418.7354,-49833.02,-47838.31,-53612.91
6418.7394,-49231.68,-47377.97,-53230.72
6418.7434,-51839.69,-49588.64,-55657.11
6418.7474,-55138.31,-52341.18,-58543.78
6418.7514,-53560.6,-50960.36,-56946.09
6418.7554,-49816.9,-47829.68,-53595.74
6418.7594,-49162.97,-47351.27,-53171.02
6418.7634,-51790.67,-49590.07,-55630.98
6418.7674,-55180.56,-52396.88,-58601.82
6418.7714,-53681.05,-51058.35,-57059.72
6418.7754,-49884.33,-47890.05,-53661.45
6418.7794,-49155.0,-47373.68,-53175.74
6418.7834,-51762.73,-49606.14,-55618.96
6418.7874,-55215.32,-52452.52,-58637.15
6418.7914,-53741.75,-51112.99,-57111.6
6418.7954,-49906.83,-47918.99,-53681.86
6418.7994,-49126.68,-47370.01,-53154.95
6418.8034,-51725.92,-49601.85,-55589.54
6418.8074,-55208.5,-52454.67,-58628.18
6418.8114,-53759.87,-51125.39,-57113.51
6418.8154,-49907.69,-47909.31,-53673.18
6418.8194,-49122.2,-47352.65,-53152.38
6418.8234,-51707.94,-49576.48,-55578.38
6418.8274,-55225.43,-52455.24,-58646.64
6418.8314,-53807.65,-51141.22,-57165.2
6418.8354,-49917.89,-47905.74,-53681.43
6418.8394,-49072.94,-47329.43,-53105.93
6418.8434,-51671.42,-49566.42,-55552.3
6418.8474,-55259.57,-52485.19,-58697.18
6418.8514,-53889.71,-51196.2,-57252.89
6418.8554,-49938.59,-47922.47,-53714.81
6418.8594,-49031.84,-47307.4,-53089.01
6418.8634,-51623.16,-49528.41,-55522.26
6418.8674,-55265.53,-52468.54,-58705.91
6418.8714,-53910.45,-51184.18,-57274.4
6418.8754,-49918.61,-47891.81,-53704.22
6418.8794,-48982.86,-47266.87,-53052.86
6418.8834,-51591.74,-49509.34,-55494.89
6418.8874,-55277.64,-52475.32,-58704.96
6418.8914,-53955.47,-51222.19,-57291.85
6418.8954,-49947.79,-47920.28,-53701.84
6418.8994,-49010.09,-47288.09,-53053.91
6418.9034,-51595.31,-49516.87,-55488.55
6418.9073,-55289.94,-52493.53,-58719.21
6418.9113,-53995.28,-51241.83,-57336.81
6418.9153,-49974.02,-47926.15,-53730.92
6418.9193,-48999.7,-47265.49,-53047.42
6418.9233,-51579.91,-49491.7,-55485.92
6418.9273,-55266.2,-52468.78,-58700.14
6418.9313,-53981.36,-51240.12,-57316.64
6418.9353,-49956.85,-47923.05,-53704.84
6418.9393,-48977.0,-47263.29,-53021.63
6418.9433,-51555.16,-49481.25,-55454.31
6418.9473,-55232.34,-52461.96,-58667.71
6418.9513,-53950.84,-51238.16,-57297.19
6418.9553,-49962.86,-47936.11,-53722.29
6418.9593,-49000.75,-47275.64,-53044.56
6418.9633,-51555.59,-49478.35,-55450.73
6418.9673,-55230.0,-52448.57,-58659.27
6418.9713,-53987.75,-51250.56,-57317.74
6418.9753,-50005.25,-47956.04,-53746.37
6418.9793,-49017.48,-47286.75,-53055.1
6418.9833,-51550.25,-49477.01,-55442.44
6418.9873,-55245.02,-52472.12,-58668.1
6418.9913,-54007.82,-51267.73,-57330.62
6418.9953,-50001.82,-47952.99,-53753.95
