TimeStamp,ch4,ch6,ch7
6232.2348,-46029.29,-62266.17,-63341.63
6232.2388,-44235.43,-60578.64,-61678.85
6232.2428,-43842.08,-60295.45,-61515.53
6232.2468,-44799.81,-61235.15,-62493.19
6232.2508,-46324.69,-62636.43,-63820.51
6232.2548,-46051.84,-62299.12,-63372.43
6232.2588,-44256.84,-60610.59,-61703.69
6232.2628,-43856.34,-60324.68,-61527.12
6232.2668,-44793.56,-61246.64,-62488.99
6232.2708,-46331.46,-62648.16,-63831.86
6232.2748,-46066.81,-62318.0,-63388.02
6232.2788,-44256.5,-60615.55,-61703.55
6232.2828,-43847.95,-60306.27,-61521.63
6232.2868,-44787.94,-61224.04,-62488.13
6232.2908,-46324.12,-62633.57,-63819.23
6232.2947,-46096.43,-62333.69,-63408.33
6232.2987,-44292.69,-60623.46,-61731.82
6232.3027,-43854.05,-60295.64,-61519.25
6232.3067,-44767.58,-61195.95,-62453.18
6232.3107,-46330.36,-62625.7,-63810.74
6232.3147,-46143.63,-62356.34,-63433.13
6232.3187,-44345.57,-60659.13,-61755.57
6232.3227,-43895.01,-60315.38,-61534.03
6232.3267,-44803.2,-61204.54,-62466.44
6232.3307,-46347.62,-62621.79,-63808.31
6232.3347,-46162.32,-62367.16,-63446.15
6232.3387,-44356.88,-60658.51,-61765.96
6232.3427,-43908.51,-60324.77,-61546.43
6232.3467,-44829.76,-61223.13,-62488.52
6232.3507,-46370.89,-62626.42,-63824.23
6232.3547,-46172.1,-62359.15,-63443.43
6232.3587,-44371.99,-60676.01,-61782.18
6232.3627,-43922.38,-60344.32,-61577.18
6232.3667,-44805.87,-61214.98,-62489.04
6232.3707,-46308.67,-62572.39,-63779.22
6232.3747,-46139.1,-62325.53,-63420.59
6232.3787,-44376.9,-60683.69,-61796.43
6232.3827,-43937.55,-60369.07,-61600.07
6232.3867,-44816.36,-61222.75,-62496.34
6232.3907,-46313.96,-62573.06,-63780.89
6232.3947,-46153.31,-62332.97,-63433.42
6232.3987,-44381.19,-60681.92,-61800.2
6232.4027,-43910.75,-60343.65,-61577.04
6232.4067,-44780.59,-61197.67,-62467.39
6232.4107,-46303.47,-62565.14,-63757.86
6232.4147,-46175.1,-62357.48,-63443.19
6232.4187,-44398.65,-60708.48,-61815.7
6232.4226,-43915.32,-60363.63,-61579.04
6232.4266,-44775.06,-61203.96,-62461.77
6232.4306,-46292.93,-62552.6,-63758.91
6232.4346,-46188.41,-62352.28,-63457.88
6232.4386,-44404.85,-60703.95,-61816.75
6232.4426,-43890.34,-60335.07,-61557.63
6232.4466,-44753.99,-61177.88,-62449.99
6232.4506,-46286.78,-62547.41,-63751.71
6232.4546,-46185.55,-62368.07,-63456.02
6232.4586,-44397.88,-60708.1,-61812.79
6232.4626,-43901.78,-60353.76,-61571.84
6232.4666,-44760.09,-61192.04,-62467.49
6232.4706,-46282.15,-62550.46,-63762.67
6232.4746,-46189.36,-62371.6,-63466.84
6232.4786,-44404.04,-60720.16,-61822.47
6232.4826,-43898.21,-60353.91,-61569.7
6232.4865,-44744.12,-61186.32,-62454.18
6232.4905,-46261.08,-62534.86,-63739.16
6232.4945,-46206.81,-62382.8,-63480.05
6232.4985,-44426.49,-60740.53,-61853.99
6232.5025,-43902.5,-60363.25,-61592.68
6232.5065,-44725.38,-61177.07,-62447.56
6232.5105,-46236.52,-62523.23,-63733.87
6232.5145,-46203.0,-62388.09,-63494.88
6232.5185,-44429.16,-60743.48,-61867.05
6232.5225,-43882.66,-60351.0,-61583.43
6232.5265,-44724.33,-61177.74,-62453.61
6232.5305,-46247.92,-62528.67,-63742.74
6232.5345,-46232.52,-62415.85,-63518.58
6232.5385,-44462.64,-60778.58,-61889.47
6232.5425,-43900.16,-60378.42,-61589.49
6232.5465,-44703.97,-61168.49,-62434.87
6232.5505,-46212.87,-62506.02,-63719.33
6232.5545,-46199.37,-62389.91,-63494.02
6232.5585,-44428.16,-60745.01,-61861.33
6232.5625,-43873.98,-60341.79,-61565.84
6232.5665,-44684.7,-61135.59,-62410.65
6232.5705,-46189.12,-62465.96,-63683.33
6232.5745,-46220.69,-62390.57,-63494.4
6232.5785,-44465.12,-60763.22,-61881.6
6232.5825,-43890.72,-60349.66,-61583.57
6232.5865,-44687.18,-61140.35,-62419.71
6232.5905,-46192.75,-62477.12,-63694.44
6232.5945,-46219.31,-62394.1,-63503.13
6232.5985,-44476.09,-60776.96,-61890.23
6232.6025,-43902.35,-60364.3,-61584.77
6232.6065,-44696.29,-61149.41,-62421.57
6232.6105,-46205.72,-62475.59,-63708.6
6232.6144,-46270.33,-62426.29,-63555.92
6232.6184,-44518.43,-60803.33,-61928.37
6232.6224,-43920.76,-60365.97,-61594.68
6232.6264,-44686.8,-61136.59,-62414.27
6232.6304,-46194.37,-62478.5,-63700.25
6232.6344,-46280.34,-62446.65,-63562.11
6232.6384,-44515.42,-60815.2,-61928.14
6232.6424,-43895.92,-60355.48,-61578.61
6232.6464,-44672.64,-61119.28,-62398.97
6232.6504,-46186.45,-62456.42,-63686.04
6232.6544,-46290.5,-62443.79,-63570.08
6232.6584,-44537.74,-60822.92,-61944.02
6232.6624,-43900.54,-60355.91,-61574.99
6232.6664,-44658.05,-61110.46,-62378.6
6232.6704,-46177.96,-62448.03,-63680.75
6232.6744,-46299.75,-62446.55,-63574.61
6232.6784,-44542.46,-60828.88,-61940.87
6232.6824,-43897.78,-60350.85,-61565.5
6232.6864,-44651.13,-61102.3,-62375.46
6232.6904,-46174.96,-62437.59,-63679.32
6232.6944,-46323.02,-62456.0,-63600.4
6232.6984,-44566.64,-60839.14,-61970.91
6232.7024,-43916.56,-60362.54,-61601.69
6232.7064,-44660.48,-61106.69,-62398.73
6232.7104,-46173.53,-62440.31,-63685.85
6232.7144,-46338.9,-62481.22,-63614.57
6232.7184,-44591.24,-60872.37,-61986.17
6232.7224,-43917.99,-60380.9,-61590.63
6232.7264,-44660.34,-61119.13,-62387.9
6232.7304,-46173.2,-62442.17,-63666.97
6232.7344,-46353.87,-62496.38,-63602.26
6232.7384,-44594.1,-60880.86,-61969.38
6232.7423,-43913.8,-60383.14,-61567.74
6232.7463,-44651.8,-61120.04,-62366.3
6232.7503,-46157.32,-62431.92,-63642.13
6232.7543,-46351.53,-62485.23,-63588.82
6232.7583,-44601.4,-60877.76,-61974.72
6232.7623,-43901.73,-60373.89,-61563.12
6232.7663,-44640.5,-61120.76,-62361.44
6232.7703,-46167.24,-62442.5,-63652.33
6232.7743,-46377.43,-62507.49,-63614.81
6232.7783,-44624.76,-60890.4,-61993.08
6232.7823,-43913.32,-60380.75,-61584.15
6232.7863,-44636.02,-61116.23,-62372.26
6232.7903,-46153.88,-62434.78,-63649.19
6232.7943,-46367.46,-62504.3,-63615.33
6232.7983,-44602.92,-60894.69,-61995.8
6232.8023,-43879.23,-60372.55,-61572.85
6232.8063,-44601.64,-61102.49,-62354.43
6232.8103,-46126.13,-62413.56,-63632.35
6232.8143,-46380.19,-62493.05,-63619.53
6232.8183,-44572.69,-60858.21,-61956.27
6232.8223,-43791.63,-60338.12,-61497.31
6232.8263,-44520.29,-61112.22,-62316.14
6232.8303,-46149.02,-62480.74,-63689.76
6232.8343,-46464.54,-62552.55,-63708.07
6232.8383,-44577.46,-60854.39,-61961.75
6232.8423,-43737.56,-60312.37,-61464.36
6232.8463,-44489.15,-61121.95,-62314.04
6232.8503,-46175.58,-62525.33,-63738.12
6232.8543,-46541.98,-62608.01,-63788.99
6232.8583,-44618.28,-60881.43,-62002.9
6232.8623,-43729.17,-60328.78,-61472.47
6232.8663,-44477.66,-61137.11,-62321.48
6232.8702,-46204.0,-62559.95,-63770.87
6232.8742,-46610.69,-62660.84,-63852.89
6232.8782,-44654.42,-60902.6,-62033.09
6232.8822,-43725.02,-60320.1,-61458.59
6232.8862,-44473.08,-61147.6,-62319.72
6232.8902,-46204.05,-62574.25,-63782.37
6232.8942,-46640.21,-62685.88,-63880.07
6232.8982,-44669.16,-60913.76,-62040.29
6232.9022,-43711.33,-60321.05,-61448.63
6232.9062,-44432.69,-61134.92,-62293.73
6232.9102,-46177.25,-62565.43,-63772.07
6232.9142,-46660.76,-62693.89,-63907.01
6232.9182,-44692.33,-60923.35,-62063.65
6232.9222,-43691.97,-60312.99,-61441.14
6232.9262,-44403.75,-61144.74,-62283.14
6232.9302,-46164.52,-62593.94,-63775.59
6232.9342,-46718.94,-62754.59,-63967.57
6232.9382,-44758.37,-60952.34,-62115.92
6232.9422,-43692.07,-60292.01,-61424.22
6232.9462,-44374.38,-61121.66,-62247.09
6232.9502,-46145.97,-62599.05,-63767.39
6232.9542,-46748.64,-62779.15,-63993.65
6232.9582,-44806.68,-60962.68,-62139.8
6232.9622,-43679.1,-60261.11,-61403.04
6232.9662,-44330.89,-61097.25,-62216.05
6232.9702,-46132.05,-62604.24,-63764.44
6232.9742,-46811.16,-62815.96,-64047.68
6232.9782,-44838.24,-60961.83,-62160.36
6232.9822,-43646.91,-60236.56,-61368.0
6232.9862,-44293.5,-61087.95,-62185.58
6232.9902,-46149.83,-62626.08,-63794.14
6232.9942,-46875.43,-62839.8,-64115.15
6232.9981,-44865.42,-60959.73,-62181.67
6233.0021,-43624.02,-60209.52,-61344.54
6233.0061,-44267.14,-61065.06,-62165.74
6233.0101,-46148.4,-62614.07,-63788.52
6233.0141,-46915.44,-62844.19,-64132.7
6233.0181,-44871.05,-60940.65,-62160.79
6233.0221,-43582.54,-60184.44,-61296.8
6233.0261,-44230.75,-61053.09,-62137.42
6233.0301,-46154.41,-62615.12,-63794.95
6233.0341,-46942.19,-62848.53,-64150.44
6233.0381,-44892.27,-60945.57,-62164.31
6233.0421,-43586.31,-60176.95,-61281.45
6233.0461,-44236.14,-61066.44,-62130.89
6233.0501,-46163.04,-62624.89,-63794.53
6233.0541,-46976.95,-62860.93,-64166.17
6233.0581,-44885.64,-60921.25,-62156.45
6233.062,-43542.1,-60144.24,-61248.98
6233.066,-44187.36,-61028.3,-62088.07
6233.07,-46143.49,-62606.15,-63779.74
6233.074,-46997.51,-62862.55,-64189.63
6233.078,-44901.9,-60921.39,-62167.75
6233.082,-43528.42,-60129.79,-61244.45
6233.086,-44185.26,-61031.16,-62105.28
6233.09,-46151.88,-62605.63,-63799.82
6233.094,-47018.87,-62869.13,-64203.46
6233.098,-44896.37,-60917.91,-62152.44
6233.102,-43495.47,-60115.2,-61198.81
6233.106,-44149.07,-61008.7,-62056.26
6233.11,-46138.1,-62596.57,-63778.74
6233.114,-47035.75,-62875.85,-64208.94
6233.118,-44904.57,-60916.48,-62147.82
6233.122,-43480.21,-60098.61,-61179.45
6233.126,-44123.51,-60990.15,-62037.9
6233.13,-46117.98,-62574.73,-63755.66
6233.134,-47048.05,-62867.89,-64203.22
6233.138,-44930.32,-60913.38,-62146.19
6233.142,-43485.36,-60080.49,-61165.29
6233.146,-44112.16,-60961.59,-62010.1
6233.15,-45868.88,-62507.21,-63566.02
6233.154,-46569.02,-62954.58,-63963.33
6233.158,-44920.16,-61416.82,-62407.12
6233.162,-43934.83,-60637.86,-61739.17
6233.166,-44518.19,-61243.97,-62430.1
6233.17,-46005.3,-62525.09,-63697.97
6233.174,-46584.47,-62901.41,-63981.3
6233.178,-44927.36,-61356.89,-62406.83
6233.182,-43942.27,-60578.88,-61737.35
6233.186,-44493.3,-61166.63,-62396.15
6233.1899,-45969.3,-62448.94,-63647.85
6233.1939,-46575.74,-62853.34,-63949.54
6233.1979,-44936.95,-61323.08,-62388.19
6233.2019,-43931.35,-60530.77,-61699.4
6233.2059,-44474.27,-61112.51,-62354.24
6233.2099,-45936.88,-62383.8,-63596.54
6233.2139,-46565.54,-62810.29,-63920.55
6233.2179,-44958.55,-61299.9,-62383.56
6233.2219,-43950.04,-60503.01,-61689.91
6233.2259,-44477.28,-61074.45,-62334.35
6233.2299,-45930.15,-62350.33,-63576.04
6233.2339,-46565.73,-62797.36,-63908.39
6233.2379,-44970.57,-61305.72,-62375.51
6233.2419,-43946.13,-60487.23,-61657.39
6233.2459,-44481.24,-61058.77,-62312.8
6233.2499,-45934.92,-62324.87,-63563.45
6233.2539,-46591.81,-62777.29,-63914.02
6233.2579,-44989.4,-61279.59,-62372.88
6233.2619,-43933.44,-60441.07,-61631.5
6233.2659,-44444.04,-61012.23,-62266.64
6233.2699,-46028.67,-62326.77,-63610.99
6233.2739,-47067.46,-62771.09,-64177.62
6233.2779,-45062.93,-60869.27,-62189.78
6233.2819,-43441.4,-59904.34,-61042.41
6233.2859,-43999.49,-60773.05,-61853.56
6233.2899,-45971.69,-62382.99,-63581.38
6233.2939,-47111.28,-62837.61,-64225.4
6233.2979,-45093.21,-60907.8,-62214.0
6233.3019,-43455.94,-59919.41,-61045.99
6233.3059,-43977.74,-60763.22,-61828.95
6233.3099,-45932.87,-62373.03,-63556.54
6233.3139,-47083.34,-62857.11,-64223.01
6233.3178,-45221.14,-61002.12,-62335.64
6233.3218,-43837.79,-59976.49,-61296.99
6233.3258,-44317.35,-60548.27,-61920.6
6233.3298,-45762.97,-61833.34,-63176.64
6233.3338,-46505.41,-62379.51,-63610.51
6233.3378,-44929.75,-60919.96,-62096.08
6233.3418,-43820.91,-60047.87,-61308.96
6233.3458,-44304.47,-60597.43,-61932.05
6233.3498,-45757.11,-61879.36,-63188.61
6233.3538,-46505.98,-62430.68,-63632.64
6233.3578,-44964.27,-60997.02,-62139.85
6233.3618,-43850.43,-60114.44,-61345.3
6233.3658,-44319.49,-60654.93,-61965.71
6233.3698,-45753.29,-61915.07,-63205.44
6233.3738,-46537.4,-62485.13,-63671.26
6233.3778,-45018.11,-61061.82,-62196.21
6233.3818,-43893.06,-60169.99,-61390.74
6233.3858,-44353.4,-60695.37,-61993.8
6233.3898,-45778.14,-61955.03,-63232.67
6233.3938,-46552.95,-62531.67,-63702.78
6233.3978,-45042.04,-61120.23,-62237.32
6233.4018,-43899.21,-60205.85,-61414.68
6233.4058,-44357.97,-60724.69,-62018.74
6233.4098,-45783.67,-61978.11,-63252.93
6233.4138,-46576.93,-62559.61,-63727.0
6233.4178,-45076.76,-61145.74,-62261.78
6233.4218,-43934.4,-60232.31,-61441.67
6233.4258,-44388.49,-60759.98,-62048.73
6233.4298,-45802.17,-62010.25,-63279.73
6233.4338,-46591.91,-62586.36,-63751.13
6233.4378,-45106.75,-61185.41,-62297.59
6233.4418,-43947.51,-60258.16,-61469.99
6233.4457,-44370.75,-60765.85,-62064.13
6233.4497,-45771.94,-61995.32,-63263.85
6233.4537,-46581.56,-62589.7,-63732.39
6233.4577,-45099.6,-61199.15,-62284.91
6233.4617,-43959.58,-60289.49,-61484.44
6233.4657,-44403.18,-60804.8,-62097.89
6233.4697,-45787.63,-62021.45,-63289.79
6233.4737,-46608.74,-62615.31,-63768.39
6233.4777,-45157.29,-61244.07,-62345.85
6233.4817,-43979.79,-60301.36,-61517.39
6233.4857,-44403.37,-60805.04,-62107.71
6233.4897,-45785.62,-62023.46,-63297.09
6233.4937,-46615.99,-62642.34,-63797.58
6233.4977,-45163.59,-61270.2,-62378.94
6233.5017,-43985.94,-60325.96,-61546.91
6233.5057,-44389.59,-60814.63,-62126.17
6233.5096,-45761.73,-62027.27,-63305.81
6233.5136,-46607.21,-62650.16,-63798.05
6233.5176,-45175.27,-61285.74,-62387.19
6233.5216,-43983.66,-60324.15,-61544.14
6233.5256,-44387.39,-60808.9,-62119.59
6233.5296,-45758.11,-62016.45,-63286.84
6233.5336,-46608.5,-62657.17,-63793.05
6233.5376,-45182.61,-61303.0,-62395.15
6233.5416,-43977.79,-60317.86,-61541.52
6233.5456,-44366.89,-60787.54,-62107.0
6233.5496,-45737.08,-61998.99,-63283.4
6233.5536,-46610.41,-62660.42,-63815.79
6233.5576,-45208.41,-61327.94,-62433.11
6233.5616,-43983.99,-60339.03,-61557.73
6233.5656,-44356.92,-60802.47,-62113.29
6233.5696,-45714.91,-61998.18,-63282.78
6233.5736,-46611.65,-62671.48,-63820.7
6233.5776,-45210.84,-61338.77,-62437.92
6233.5816,-43984.18,-60342.84,-61562.97
6233.5856,-44360.5,-60809.76,-62129.17
6233.5896,-45717.82,-62004.53,-63286.74
6233.5936,-46600.59,-62659.8,-63803.06
6233.5976,-45210.32,-61334.86,-62433.06
6233.6016,-43973.93,-60340.46,-61570.94
6233.6056,-44351.54,-60811.96,-62142.0
6233.6096,-45699.89,-61994.61,-63275.25
6233.6136,-46597.01,-62654.31,-63781.79
6233.6176,-45222.19,-61339.96,-62426.48
6233.6216,-43993.81,-60359.58,-61589.73
6233.6256,-44362.55,-60824.59,-62152.01
6233.6296,-45701.13,-61991.84,-63275.63
6233.6336,-46596.96,-62634.28,-63772.97
6233.6375,-45231.78,-61335.86,-62427.48
6233.6415,-43986.61,-60352.28,-61581.91
6233.6455,-44341.0,-60807.86,-62147.2
6233.6495,-45672.47,-61965.81,-63267.19
6233.6535,-46581.8,-62627.51,-63771.59
6233.6575,-45222.34,-61333.52,-62431.77
6233.6615,-43976.5,-60355.24,-61581.62
6233.6655,-44337.23,-60819.25,-62145.43
6233.6695,-45668.04,-61984.26,-63258.66
6233.6735,-46594.34,-62658.7,-63782.32
6233.6775,-45242.65,-61363.18,-62443.45
6233.6815,-43955.86,-60331.21,-61547.14
6233.6855,-44305.9,-60778.96,-62102.52
6233.6895,-45650.77,-61954.6,-63239.77
6233.6935,-46612.98,-62676.25,-63807.69
6233.6975,-45271.83,-61393.79,-62461.67
6233.7015,-43975.41,-60341.08,-61539.99
6233.7055,-44301.32,-60764.18,-62071.19
6233.7095,-45632.46,-61935.62,-63211.73
6233.7135,-46604.45,-62676.15,-63809.07
6233.7175,-45292.05,-61411.34,-62485.7
6233.7215,-43965.87,-60313.33,-61516.34
6233.7255,-44279.06,-60730.42,-62037.95
6233.7295,-45614.92,-61924.18,-63201.48
6233.7335,-46627.86,-62711.15,-63847.64
6233.7375,-45310.07,-61435.04,-62517.41
6233.7415,-43953.95,-60304.98,-61507.42
6233.7455,-44250.88,-60697.56,-62013.73
6233.7495,-45607.14,-61908.44,-63201.2
6233.7535,-46661.72,-62733.13,-63882.36
6233.7575,-45366.24,-61474.9,-62556.46
6233.7615,-43988.52,-60316.24,-61525.78
6233.7654,-44276.86,-60706.1,-62027.65
6233.7694,-45631.46,-61919.41,-63210.45
6233.7734,-46698.77,-62765.56,-63913.93
6233.7774,-45408.92,-61511.81,-62592.37
6233.7814,-44006.78,-60330.49,-61531.74
6233.7854,-44276.43,-60706.19,-62020.31
6233.7894,-45615.49,-61911.69,-63203.06
6233.7934,-46687.66,-62758.6,-63911.49
6233.7974,-45413.31,-61514.72,-62603.72
6233.8014,-44001.2,-60320.19,-61523.16
6233.8054,-44270.81,-60690.08,-62003.72
6233.8094,-45596.08,-61890.85,-63179.21
6233.8134,-46679.26,-62762.84,-63909.97
6233.8174,-45423.13,-61533.6,-62612.64
6233.8214,-43989.33,-60323.25,-61519.01
6233.8254,-44236.0,-60679.25,-61986.84
6233.8294,-45574.15,-61880.64,-63170.06
6233.8334,-46686.46,-62758.31,-63922.22
6233.8374,-45441.49,-61537.7,-62631.19
6233.8414,-43994.43,-60317.05,-61522.59
6233.8454,-44230.94,-60672.15,-61983.55
6233.8494,-45563.89,-61871.63,-63170.87
6233.8534,-46686.56,-62769.04,-63932.04
6233.8574,-45450.22,-61563.79,-62651.98
6233.8614,-43993.19,-60338.84,-61535.13
6233.8654,-44219.07,-60677.11,-61985.69
6233.8694,-45546.82,-61873.25,-63163.57
6233.8734,-46691.38,-62781.39,-63928.23
6233.8774,-45483.21,-61590.96,-62664.37
6233.8814,-44011.98,-60344.89,-61534.41
6233.8854,-44232.18,-60680.87,-61988.22
6233.8894,-45548.49,-61863.24,-63157.9
6233.8933,-46682.41,-62764.56,-63921.08
6233.8973,-45473.68,-61575.8,-62662.28
6233.9013,-44009.98,-60330.49,-61536.89
6233.9053,-44234.9,-60665.66,-61987.84
6233.9093,-45561.99,-61860.47,-63167.87
6233.9133,-46709.78,-62771.23,-63943.87
6233.9173,-45515.54,-61602.27,-62687.93
6233.9213,-44030.72,-60350.66,-61546.62
6233.9253,-44260.6,-60692.99,-62008.58
6233.9293,-45570.38,-61865.43,-63170.97
6233.9333,-46727.33,-62784.35,-63955.12
6233.9373,-45553.5,-61630.45,-62718.54
6233.9413,-44059.47,-60371.45,-61569.55
6233.9453,-44256.36,-60693.84,-62008.44
6233.9493,-45549.73,-61859.95,-63155.04
6233.9533,-46720.37,-62778.43,-63931.57
6233.9573,-45561.13,-61635.07,-62714.16
6233.9613,-44057.85,-60378.99,-61572.03
6233.9653,-44258.17,-60703.24,-62020.83
6233.9693,-45548.3,-61856.8,-63161.62
6233.9733,-46711.88,-62769.8,-63931.38
6233.9773,-45568.33,-61642.42,-62718.68
6233.9813,-44057.42,-60380.94,-61577.18
6233.9853,-44239.96,-60692.51,-62014.16
6233.9893,-45523.36,-61841.78,-63147.5
6233.9933,-46694.81,-62753.21,-63913.78
6233.9973,-45577.72,-61635.93,-62714.3
6234.0013,-44058.38,-60358.48,-61553.44
6234.0053,-44236.76,-60661.8,-61976.39
6234.0093,-45513.44,-61805.45,-63110.22
6234.0133,-46728.52,-62759.03,-63935.34
6234.0173,-45615.63,-61653.76,-62748.77
6234.0212,-44078.93,-60358.96,-61569.51
6234.0252,-44235.43,-60652.93,-61983.69
6234.0292,-45515.02,-61811.07,-63130.82
6234.0332,-46725.42,-62778.48,-63964.47
6234.0372,-45636.28,-61697.2,-62793.55
6234.0412,-44087.61,-60383.14,-61593.68
6234.0452,-44236.28,-60662.52,-62005.38
6234.0492,-45505.39,-61811.55,-63145.6
